# - Escoamento_Potencial de velocidade
# Coordenadas dos nos
156
9 1 6 31 26 41 46 52 53
10 1 6 82 83 40 54 55 56
11 1 6 84 6 25 57 58 29
12 1 6 84 85 6 45 35 57
13 1 6 25 83 82 59 54 60
14 1 6 25 6 83 58 20 59
15 1 6 5 40 81 61 62 18
16 1 6 82 5 22 63 23 64
17 1 6 82 40 5 56 61 63
18 1 6 82 7 25 65 30 60
19 1 6 82 22 7 64 24 65
20 1 6 4 40 83 66 55 21
21 1 6 42 12 3 67 13 68
22 1 6 1 2 43 11 69 70
23 1 6 12 43 2 71 69 14
24 1 6 42 43 12 72 71 67
25 1 6 43 79 1 73 15 70
26 1 6 43 42 79 72 74 73
27 1 6 40 80 81 75 76 62
28 1 6 40 4 80 66 16 75
29 1 6 81 42 3 77 68 19
30 1 6 42 80 79 78 17 74
31 1 6 42 81 80 77 76 78
32 1 6 141 85 31 93 32 92
33 1 6 141 31 142 92 94 143
34 1 6 156 147 89 148 96 95
35 1 6 89 86 9 98 33 97
36 1 6 89 9 156 97 150 95
37 1 6 147 155 142 149 144 99
38 1 6 147 142 89 99 100 96
39 1 6 31 86 89 34 98 101
40 1 6 31 89 142 101 100 94
41 1 6 87 88 134 104 103 102
42 1 6 141 140 6 145 106 105
43 1 6 141 6 85 105 35 93
44 1 6 140 87 134 108 102 107
45 1 6 140 134 6 107 135 106
46 1 6 153 131 88 132 110 109
47 1 6 87 137 153 112 138 111
48 1 6 87 153 88 111 109 104
49 1 6 87 140 154 108 146 113
50 1 6 87 154 137 113 139 112
51 1 6 4 134 88 136 103 114
52 1 6 90 152 128 116 129 115
53 1 6 1 91 151 118 117 127
54 1 6 128 151 91 130 117 119
55 1 6 90 128 91 115 119 120
56 1 6 91 1 79 118 15 121
57 1 6 91 79 90 121 122 120
58 1 6 88 131 80 110 124 123
59 1 6 88 80 4 123 16 114
60 1 6 131 152 90 133 116 125
61 1 6 90 79 80 122 17 126
62 1 6 90 80 131 126 124 125
# Propriedades do material
1
1 1
# Fontes e carregamentos distribuidos
0
# Condições de fronteira essenciais
5
9 0
10 0
39 0
150 0
156 0
# Fontes/cargas pontuais impostas
0
# Fluxo imposto na fronteira
30
2 84 27 26 0
3 10 36 37 0
6 26 28 8 0
6 8 38 36 0
11 6 25 29 0
14 20 6 83 0
15 5 81 18 0
16 5 22 23 0
18 7 25 30 0
19 22 7 24 0
20 4 21 83 0
21 12 3 13 0
22 1 2 11 -2
23 12 2 14 0
29 81 3 19 0
33 141 142 143 0
34 156 147 148 0
37 142 144 155 0
37 155 149 147 0
42 140 6 145 0
45 135 134 6 0
46 153 131 132 0
47 137 153 138 0
49 140 154 146 0
50 154 137 139 0
51 4 136 134 0
52 152 128 129 0
53 1 151 127 -2
54 128 151 130 0
60 131 152 133 0
# Condições de fronteira mistas  - Convecção natural
0
