Listagem de informações criada por	PC
Data	05-Dec-2023 00:11:24
Peça de trabalho atual	C:\Users\PC\Desktop\nx\geometria final_fem1.fem
Nome do nó	HP


 
------------------------------------------------------------
 
              INFORMAÇÕES DE ELEMENTOS
 
------------------------------------------------------------
 
 
INFORMAÇÕES DE ELEMENTOS
  Etiqueta             | Tipo de Elemento | Malha          | Coletor de Malha | Nós Conectados
  623                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 207 231 232
  624                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 273 234 235
  625                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 275 234 273
  626                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 232 205 206
  627                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 232 233 205
  628                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 233 204 205
  629                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 275 233 234
  630                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 275 204 233
  631                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 275 203 204
  632                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 202 275 273
  633                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 202 203 275
  634                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 278 196 197
  635                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 283 196 278
  636                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 194 283 193
  637                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 196 194 195
  638                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 196 283 194
  639                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 193 284 277
  640                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 193 283 284
  641                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 279 283 278
  642                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 279 284 283
  643                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 282 143 285
  644                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 282 142 143
  645                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 285 235 276
  646                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 285 143 235
  647                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 286 277 284
  648                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 276 286 285
  649                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 276 277 286
  650                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 285 281 282
  651                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 285 286 281
  652                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 280 284 279
  653                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 286 280 281
  654                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 286 284 280
  655                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 290 287 288
  656                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 282 290 142
  657                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 287 282 281
  658                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 287 290 282
  659                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 139 289 138
  660                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 290 141 142
  661                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 288 291 290
  662                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 291 289 139
  663                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 291 288 289
  664                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 291 141 290
  665                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 140 291 139
  666                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 140 141 291
  667                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 197 292 278
  668                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 197 198 292
  669                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 278 293 279
  670                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 278 292 293
  671                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 279 294 280
  672                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 279 293 294
  673                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 295 280 294
  674                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 281 295 287
  675                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 281 280 295
  676                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 298 289 297
  677                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 138 298 137
  678                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 138 289 298
  679                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 287 296 288
  680                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 287 295 296
  681                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 288 297 289
  682                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 288 296 297
  683                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 198 299 292
  684                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 198 199 299
  685                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 292 300 293
  686                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 292 299 300
  687                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 293 301 294
  688                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 293 300 301
  689                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 295 302 296
  690                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 302 294 301
  691                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 302 295 294
  692                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 300 303 301
  693                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 299 304 300
  694                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 200 299 199
  695                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 200 304 299
  696                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 304 303 300
  697                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 132 304 200
  698                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 308 303 304
  699                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 296 306 297
  700                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 296 302 306
  701                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 305 301 303
  702                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 302 305 306
  703                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 302 301 305
  704                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 307 133 134
  705                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 132 308 304
  706                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 132 133 308
  707                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 307 308 133
  708                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 308 305 303
  709                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 308 307 305
  710                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 136 309 135
  711                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 309 137 298
  712                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 309 136 137
  713                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 134 310 307
  714                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 310 135 309
  715                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 310 134 135
  716                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 311 297 306
  717                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 298 311 309
  718                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 298 297 311
  719                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 309 311 310
  720                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 306 305 312
  721                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 307 312 305
  722                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 312 311 306
  723                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 310 312 307
  724                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 310 311 312
  725                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 234 276 235
  726                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 313 234 233
  727                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 276 313 277
  728                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 276 234 313
  729                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 190 313 233
  730                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 190 191 313
  731                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 277 192 193
  732                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 192 313 191
  733                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 192 277 313
  734                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 233 232 190
  735                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 190 232 189
  736                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 187 231 186
  737                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 187 188 231
  738                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 231 189 232
  739                  | CTRIA3           | 2d_mesh(1)     | Thin Shell(1)    | 231 188 189
 
------------------------------------------------------------
 
